4.489133517663531e-16, 1.1738563070705601e-09
5.505228744367056e-16, 1.1664123095113518e-09
6.751312565900134e-16, 1.1589913269184256e-09
8.279441868626947e-16, 1.1515867850963785e-09
1.0153456381534514e-15, 1.1441889285769966e-09
1.2451645669784827e-15, 1.1367832473422694e-09
1.5270019790289308e-15, 1.1293481309009124e-09
1.8726320245495342e-15, 1.1218513630507483e-09
2.296493879856369e-15, 1.1142448934517177e-09
2.81629496402872e-15, 1.1064570426909374e-09
3.453750690992303e-15, 1.0983808862719951e-09
4.23549166116684e-15, 1.0898569777537797e-09
5.19417619187202e-15, 1.0806477078581158e-09
6.369854663998475e-15, 1.0703993941849083e-09
7.81164268242498e-15, 1.0585865288225326e-09
9.579772948788013e-15, 1.0444304892032594e-09
1.1748111566444772e-14, 1.0267825944440777e-09
1.4407243899772615e-14, 1.0039595322790715e-09
1.766825890387342e-14, 9.735202961652009e-10
2.1667390020323686e-14, 9.31984231370284e-10
2.6571706518852232e-14, 8.745251747366976e-10
3.258609304866644e-14, 7.947739273585058e-10
3.9961808979900225e-14, 6.851064479228667e-10
4.900698511358959e-14, 5.383858179475061e-10
6.009949627484527e-14, 3.535127811683178e-10
7.370274755972594e-14, 1.503446121157259e-10
9.038503372824938e-14, 6.8745564585116785e-12
1.1084328050913648e-13, 1.482271345257644e-10
1.3593215964234425e-13, 1.1547079302663353e-09
1.6669979398082496e-13, 4.441034867993152e-09
2.0443154428183586e-13, 1.334940097427313e-08
2.507037069419743e-13, 3.5624875753156166e-08
3.074493659735655e-13, 8.898859434045617e-08
3.7703915028039443e-13, 2.1361488966969574e-07
4.62380269980408e-13, 4.998873105936327e-07
5.670379691556187e-13, 1.1496309499970617e-06
6.953844688869453e-13, 2.6094386292552307e-06
8.527816228765982e-13, 5.8553195773979164e-06
1.0458049163509208e-12, 1.300634190947982e-05
1.2825181661097152e-12, 2.853969918657188e-05
1.5728103976989674e-12, 6.178340676502658e-05
1.928808973219927e-12, 0.0001311899043382831
2.3653862287638363e-12, 0.00027202080678652603
2.9007807869564577e-12, 0.0005471402234560968
3.5573595008089837e-12, 0.0010567487951525798
4.362551860140232e-12, 0.0019383292594538151
5.349995896699488e-12, 0.003333853305873636
6.560943459771571e-12, 0.005302385849266341
8.045983569608908e-12, 0.007661092095728342
9.867155844179571e-12, 0.009955021245612742
1.2100542290575358e-11, 0.011596005882636153
1.4839445736774764e-11, 0.012303859590815421
1.819828768717209e-11, 0.012277756079721657
2.231738844021385e-11, 0.011918582327159604
2.736882916421186e-11, 0.011452812687583441
3.3563640827709503e-11, 0.010926720476812746
4.116062031197703e-11, 0.010363253919575401
5.0477142011007326e-11, 0.009712278519655126
6.190241658865336e-11, 0.008929752196922174
7.591375079594634e-11, 0.008011612015395622
9.309648762509504e-11, 0.007007892702978676
1.141684598278639e-10, 0.00607342013360192
1.4000997837809962e-10, 0.005360047448375811
1.717006086881763e-10, 0.004906234344198217
2.1056427095700352e-10, 0.0046060979356065046
2.5822454877941013e-10, 0.0043449315011207445
3.1667251661107206e-10, 0.004092898751203301
3.8834991967574604e-10, 0.0038541703908032015
4.762511812712346e-10, 0.003628483782996495
5.840484989713079e-10, 0.0034151726175823127
7.162452557915383e-10, 0.0032137976358916132
8.783641552841115e-10, 0.003023882963953671
1.0771779401670776e-09, 0.0028449171398414927
1.3209923330799785e-09, 0.0026763656192965103
1.6199930197098432e-09, 0.0025176858958981673
1.986671169990602e-09, 0.0023683401254396847
2.4363452741165206e-09, 0.0022278056414153737
2.987801093795499e-09, 0.0020955823117004045
3.664076463596776e-09, 0.0019711909012159884
4.493423728561868e-09, 0.0018541729694706414
5.51049002524989e-09, 0.0017440946235668736
6.757764714100777e-09, 0.0016405467604565958
8.287354431618743e-09, 0.0015431436641639954
1.0163159917651817e-08, 0.0014515217972132734
1.246354555775754e-08, 0.0013653387122394148
1.5284613164503807e-08, 0.0012842719855308065
1.8744216764475506e-08, 0.0012080181418948346
2.2986886114304257e-08, 0.0011362916019242472
2.81898646324569e-08, 0.0010688236791371727
3.457051398978896e-08, 0.001005361589525404
4.239539469594247e-08, 0.0009456675293793674
5.199140203572424e-08, 0.000889517795180055
6.375942257471226e-08, 0.0008367019591535767
7.819108175362168e-08, 0.0007870220805136986
9.588928222550036e-08, 0.0007402919641912023
1.1759339095338471e-07, 0.0006963364671702416
1.442101272944785e-07, 0.0006549908464902718
1.7685144246357921e-07, 0.0006161001405142432
2.1688097284306454e-07, 0.0005795185842143618
2.6597100779113385e-07, 0.000545109066362489
3.261723518578077e-07, 0.0005127426186548168
4e-07, 0.00048229792307592756
