9.29188e-25, 2.099999999989225e-09
1.1395055340620303e-24, 2.0882977435509563e-09
1.3974274981575238e-24, 2.076647061629763e-09
1.713728941399325e-24, 2.0650480343665344e-09
2.1016237969138597e-24, 2.053500634625309e-09
2.5773169122930987e-24, 2.0420047690181913e-09
3.160681029662081e-24, 2.0305603080541664e-09
3.876086997146776e-24, 2.019167097949031e-09
4.7534218949821005e-24, 2.007824975832363e-09
5.829337609895658e-24, 1.996533767321556e-09
7.148782018700232e-24, 1.9852932885800463e-09
8.766876748421254e-24, 1.9741033512843334e-09
1.075121995900265e-23, 1.9629637630973346e-09
1.318471035054443e-23, 1.9518743355142902e-09
1.616901037190569e-23, 1.9408348862179932e-09
1.9828793311033824e-23, 1.9298452221616274e-09
2.4316951695130825e-23, 1.9189051541715463e-09
2.982098458882448e-23, 1.908014494317344e-09
3.65708306286177e-23, 1.897173057360726e-09
4.4848474029534446e-23, 1.886380656014575e-09
5.499972486826322e-23, 1.87563710188508e-09
6.744866578052558e-23, 1.8649422050813774e-09
8.271536860356484e-23, 1.854295774367475e-09
1.0143762110115803e-22, 1.843697624574181e-09
1.2439757143533592e-22, 1.8331475798646433e-09
1.5255440349470937e-22, 1.8226454569434369e-09
1.8708440813673166e-22, 1.812191066144451e-09
2.294301243758262e-22, 1.8017842267528756e-09
2.813606034589274e-22, 1.7914247559822559e-09
3.4504531344408246e-22, 1.7811124738986432e-09
4.2314477174877396e-22, 1.7708472034736115e-09
5.189216919688405e-22, 1.7606287699477783e-09
6.363772882810861e-22, 1.750456990105177e-09
7.80418431735758e-22, 1.7403316837306825e-09
9.570626416257065e-22, 1.730252678959472e-09
1.1736894757320574e-21, 1.7202197953524738e-09
1.4393488216238718e-21, 1.7102328545329562e-09
1.765138968310034e-21, 1.7002916851133846e-09
2.164670252712934e-21, 1.69039611378762e-09
2.6546336504408598e-21, 1.6805459617808991e-09
3.2554980645301613e-21, 1.670741060160944e-09
3.9923654423651046e-21, 1.6609812362850968e-09
4.89601944447522e-21, 1.6512663185189488e-09
6.004211474808994e-21, 1.6415961370724612e-09
7.363237798188955e-21, 1.6319705210314067e-09
9.029873631225362e-21, 1.6223893050836126e-09
1.1073745006029026e-20, 1.6128523200020107e-09
1.3580237494631705e-20, 1.6033593969156345e-09
1.665406331012616e-20, 1.5939103658174129e-09
2.0423635805141898e-20, 1.5845050561982337e-09
2.504643411842016e-20, 1.5751433006637496e-09
3.0715582085067653e-20, 1.56582493961647e-09
3.7667916253622713e-20, 1.5565498125778248e-09
4.61938800625795e-20, 1.5473177482127172e-09
5.664965751936861e-20, 1.5381285865494e-09
6.94720532831237e-20, 1.5289821626114941e-09
8.519674078740984e-20, 1.5198783158592793e-09
1.0448064074364058e-19, 1.510816883901793e-09
1.2812936491832125e-19, 1.5017977060611951e-09
1.5713087168611798e-19, 1.4928206224561258e-09
1.9269673936633056e-19, 1.4838854749032802e-09
2.3631278159386754e-19, 1.4749921041881504e-09
2.898011192522979e-19, 1.466140351845608e-09
3.5539630211040545e-19, 1.457330059689669e-09
4.35838660249582e-19, 1.448561070089102e-09
5.344887851678886e-19, 1.439833226009738e-09
6.55467923168293e-19, 1.4311463718790019e-09
8.03830146160321e-19, 1.4225003533386613e-09
9.857734925500277e-19, 1.4138950163159212e-09
1.2088988989229447e-18, 1.4053302075929194e-09
1.482527739751473e-18, 1.3968057731960963e-09
1.8180912407901036e-18, 1.388321560440997e-09
2.229608034445159e-18, 1.3798774174849953e-09
2.734269807659398e-18, 1.3714731908135596e-09
3.353159508567276e-18, 1.363108729099532e-09
4.112132116003577e-18, 1.3547838828526083e-09
5.04289476723793e-18, 1.3464985029560046e-09
6.184331367774961e-18, 1.3382524393697354e-09
7.58412702063841e-18, 1.3300455442355036e-09
9.300760137934255e-18, 1.321877668923462e-09
1.1405945457926301e-17, 1.3137486637346832e-09
1.3987630028063947e-17, 1.3056583804118897e-09
1.7153667315323827e-17, 1.2976066673869425e-09
2.1036322934939368e-17, 1.289593372779941e-09
2.579780023060935e-17, 1.2816183441254916e-09
3.1637016544989934e-17, 1.273681431398471e-09
3.879791326860441e-17, 1.2657824759581573e-09
4.757964683103251e-17, 1.2579213081517877e-09
5.834908637722241e-17, 1.25009775136101e-09
7.155614023675325e-17, 1.2423116104816927e-09
8.775255147063792e-17, 1.2345626653290966e-09
1.076149477057979e-16, 1.226850657843768e-09
1.3197310819613769e-16, 1.219175274776166e-09
1.6184462900604198e-16, 1.2115361186538595e-09
1.9847743450259879e-16, 1.2039326640832864e-09
2.4340191113331822e-16, 1.1963641939231887e-09
2.9849484145048176e-16, 1.1888297043769892e-09
3.6605780931500686e-16, 1.181327764831068e-09
